Name,Address,,State,City,Phone,Email,PPN
Swayam Hospital,Shop no 1  Tiara Commercial Complex  Gr flr  Pokhran Rd no 2  Vasant Vihar  Thane west,,Maharashtra,Thane,21712199,TPASWAYAMHOSPITALS@GMAIL.COM,Yes
Swetha Childrens Hospital,18-1-664  Bhavani Nagar,,Andhra Pradesh,Tirupati,877-2222228,sweethahospital2013@gmail.com,No
Swift Hospital,Near Guru Nanak Dev Hospital,,Punjab,Amritsar,7527005104,INSURANCE.SWIFTHOSPITAL@GMAIL.COM,Yes
Syamala Hospital,Opp.SBI ZP Centre Ambedkar Statue Center Wyra Road Nehru Nagar Khammam,,Telangana,Khammam,,,No
Sympathy Hospital & Iccu Llp,293/100 1st floor  saikrupa apartment  old parsik bank building opp. Hathi sizing  kaneri dhamankar naka  tal bhiwandi  thane maharashtra,,Maharashtra,Thane,,,No
Synergy Hospital,74-C Vijay Nagar,,Madhya Pradesh,Indore,731-2550400,insu.synergyhospital@gmail.com,Yes
Synergy Institute Of Medical Sciences,Synergy Institute Of Medical Sciences  Ballupur Canal Road,,Uttarakhand,Dehradun,2226000,tpa@mail.synergyhospital.in,No
Synergy Multispeciality Hospital,2ND AND 3RD FLOOR  SHYAMAL SAPPHIRE  NR MILAMBER CIRCLE  GOTRI  VADODARA,,Gujarat,Vadodara,,,No
Synergy Superspeciality Hospital(A Unit Of  saurashtra Medicare Llp),150 FT Ring Road,,Gujarat,Rajkot,6195000,TPA@SYNERGYHOSPITAL.CO.IN,No
T M F Hospital (Tirupur Medical Foundation Private Ltd),No. 1  Sabapathipuram ,,Tamil Nadu,Tirpur,421-2203657,,Yes
T M S Eye Hospital,51  Lrn Colony  Sarada College Road,,Tamil Nadu,Salem,0427 - 2316955,sidd.lakshmi@gmail.com,Yes
T N K H N U Charity Fund Hospital,NO.24 N.R.T NAGAR ROAD ,,Tamil Nadu,Theni,9443160114,nnhtheni@gmail.com,No
T R Hospital,# 1 To 7  Kothnur Dinne Main Road  J.P.Nagar 8th Phase,,Karnataka,Bengaluru,080 - 26851577 / 41663480,trhospital@gmail.com,Yes
Tagore Hospital And Heart Care Centre,Banda Bahadur Nagar  Mahavir Marg  Jalandhar,,Punjab,Jalandhar,0181 - 2254441-42 / 2203311-22-88 / 4685100 / 9814,tagorehospital@yahoo.com,Yes
Tagore Hospital And Research Institute,Tagore Lane  Sector 7  Shipra Path  Madhyam Marg  Mansarover  Jaipur,,Rajasthan,Jaipur,0141 - 6450553 / 6450554/ 6515381,thri@doctor.com,Yes
Tagore Medical College & Hospital,RATHINAMANGALAM MELAKKOTTAIYUR POST,,Tamil Nadu,Chennai,0,insurancetagorehospital@gmail.com,Yes
"Taksh Childrens Hospital, Neonatal & Pediatric Care Centre",Opp: Sunflower School Lane  Weekly Market  Phulong  Nizamabad,,Telangana,Nizamabad,9030849639,,No
Talesara Hospital,Plot No 6  S. No 6/A/1 Next To Ganga Complex  Airport Road,,Maharashtra,Pune,020 - 26694379,drjmtalesara@yahoo.com,No
Talwar Medical Centre,M-139  Gretaer Kailash 11  New Dehi,,Delhi,New Delhi,011 - 29223333 / 29216441 / 29216442/ 41637592 / 9,rajnikant@talwarmedicalcentre.com,Yes
Tambe Hospital,New Akola Road  Sangamner,,Maharashtra,Sangamner,227295/96,TAMBEHOSPITAL@GMAIL.COM,No
Taneja Hospital Heart Centre,113a  New Colony  New Geetha Bhawan,,Haryana,Gurgaon,0124 - 6326726 / 6327048,tanejaheartcaregurgaon@gmail.com,No
Tanish Advanced Orthopaedic And Womens Hospital,12  4th Flr  Aagam Arcade  Vesu  Abhward,,Gujarat,Surat,,tanishhospital@gmail.com,No
Tanish Medical Care,305  Jawahar Marg  Near Yashwant Road chouraha,,Madhya Pradesh,Indore,731-2543838,,No
Tantia General Hospital,2-A-6  Sukharia Nagar,,Rajasthan,Sri Ganganagar,0154 - 2481505 / 2472724 / 9413778633,tantiahospital@yahoo.co.in,No
Tanvi Eye Centre,Plot No- 23&24  Sanjeev Housing Cly  East Marredpally  Secunderabad  East Marredpally,,Telangana,Hyderabad,040 - 27730077 / 27734422,tanviicenter@yahoo.co.in,Yes
Tanwar Hospital,Tanwar tower near sonali hotel P.K.road Off.Mira Road(E),,Maharashtra,Thane,022 - 28127304 / 28552002,tanwarhospital04@gmail.com,Yes
Tanya Speciality Hospital,3RD CROSS  OPP. CKS  SCHOOL ,,Karnataka,Hassan,0,,No
Tapan Hospital,MANINAGAR(EAST) 4TH FLOOR RADHE MALL,,Gujarat,Ahmedabad,079-65130108,tapankhokhra@yahoo.in,Yes
Tapan Hospital,Near Platinum Hall  Anandnagar cross road  Satellite ,,Gujarat,Ahmedabad,079 - 26937237 / 9913970011 / 7600465500,tapanhealthcare247@gmail.com,Yes
Tapan Hospitals Pvt Ltd,Bapunagar Char Rasta,,Gujarat,Ahmedabad,079 - 22743255 / 22773000,tapanhos@yahoo.com,Yes
Tara Hospital & Medical Research Centre Pvt Ltd,B P KOIRALA MARG (BANK ROAD),,Bihar,Patna,,,No
Tarak Hospital,C-7 JAI BHARAT ENCLAVE  DWARKA MORE NEW DELHI,,Delhi,New Delhi,64614614,taraktpa@gmail.com,Yes
Tarani General Hospital,No. 122/69  218-219  Agarwal Farm Mansarover,,Rajasthan,Jaipur,9314626599,taranihospital@yahoo.com,Yes
Tarde Hospital,Behind Hotel Premdan,,Maharashtra,Ahmednagar,241- 2431899/ 2020899,shamtarde@gmail.com,No
Tasya Eye Hospital,101 FIRST FLOOR JRK HOUSE NEAR GAYTRI MANDIR,,Gujarat,Ahmedabad,,,Yes
Tata Main Hospital,B C Road West  Northern Town  Bistupur,,Jharkhand,Jamshedpur,2224559,tmh.mediclaim@gmail.com,No
Tata Medical Center,#14  Major Arterial Road  New Town  Rajarhat  Jyoti Basu Nagar,,West Bengal,Kolkata,033 - 66057000 / 7222,niladrisom@yahoo.in,Yes
Tathagat Heart Care Centre,NO.31/32 CRESENT ROAD  MALLIGE MEDICAL CENTRE PREMISES OPP. SUVARNA NEWS  SHIVANAND CIRCLE,,Karnataka,Bengaluru,41410099/22358888,tathagatins@gmail.com,Yes
Tatwadarsha Hospital,M.T Sagar  Near Shreyanagar  Unkal Heggeri Road  Opp. Ksrtc Depot  Gokul Road,,Karnataka,Hubli,2234444/465,anusha.tatwadarsha@gmail.com,No
Taurus Hospital,208 SAFIPUR  IST   RAMA DEVI  KANPUR  208007,,Uttar Pradesh,Kanpur,24007741,TAURUSHOSPITAL@HOTMAIL.COM,No
Tavargeri Nursing Home Pvt Ltd,NEAR K C PARK POST OFFICE,,Karnataka,Dharwad,2448359,,No
Tawade Hospital,Awadutwadi  Tiwati Square,,Maharashtra,Yavatmal,07232 - 244153 / 245253,drashishtawade@yahoo.co.in,No
Tc Eye Centre,B-5/36  Vinay Khand  Gomti Nagar,,Uttar Pradesh,Lucknow,2393225,tceye@yahoo.com,No
Techno India Dama Healthcare & Medical Research Centre,LB-10  Secotr-III  Salt Lake  Near Chingrihata Crossing,,West Bengal,Kolkata,0,,Yes
Teerthankar Mahaveer Hospital And Research Centre,Nh-34  Delhi Road  Bagarpur  Pakwara,,Uttar Pradesh,Moradabad,591-2476820,MEDICLAIM@TMU.AC.IN,No
Teesha Orthopaedic Hospital,101 TO 104  201 TO 204  TRADE CENTER  NR MAHAVIR CINEMA ANKLESHWAR,,Gujarat,Ankleshwar,02646-232131,,No
Tej Eye Center,901/1 Sector 7c Opp. Main Bus Depot,,Gujarat,Gandhi Nagar,23245126,INFO@TEJEYECENTER.COM,Yes
Tej Eye Centre -Navrangpura,9 to 15 Shamgokul Complex Near Vijay Resturant Char Rasta Drivine Road Navrangpura Ahmedabad.,,Gujarat,Ahmedabad,079 - 23245126,TEJEYEVIJAY@GMAIL.COM,Yes
Tej Nursing Home And Surgical Clinic,J-154 Patel Nagar - I,,Uttar Pradesh,Ghaziabad,0120 - 2716223 / 2757097 / 4112518,satishsharma79@hotmail.com,No
Tejankar Healthcare And Medical Research Institute Pvt Ltd,86  Vishwavidyalaya Marg  teen batti chauraya  Madhav Club road,,Madhya Pradesh,Ujjain,2561981,TEJANKARHEALTHCARE@GMAIL.COM,No
Tejasvini Hospital Ssiot,Kadri Temple Road,,Karnataka,Mangalore,0824 - 2225777,shettyortho@hotmail.com,No
Tejvedaant Healthcare Pvt Ltd,1st Floor  Natasha Tower  Plot No 84  Sectore-17  Koparkhairane  Navi Mumbai,,Maharashtra,Kharghar,27542311 / 12/14,TEJVEDAANTHOSPITALS@GMAIL.COM,Yes
Tellichery Co-Operative Hospital,No. C. 1021 Tellicherry,,Kerala,Thalassery,0490 - 2341604,claimstch@gmail.com,No
Tender Palm Hospital ( A Unit Of Healthplus Research And Medicentre ),Sec-7  Gomti Nagar Extension  Shahid Path,,Uttar Pradesh,Lucknow,,,No
Teresa Memorila Hospital Llp,NH-2  Bamchandaipur  (Near Anamoy Hospital) Purba Bardhaman,,West Bengal,Burdwan,0,,No
Terna Speciality Hospital & Research Centre,Plot No-12  Sector-22  Phase-2  Nerul(W)  Opp Nerul Railway Station,,Maharashtra,Kharghar,022 - 61578300 / 301 / 302 /303,tpa.tsh@ternahospital.org,Yes
Tewari Eye Centre,Plot No 699  Sector 5  Vaishali Opp Ramprastha Green,,Uttar Pradesh,Ghaziabad,2770654,tewarieyecentregzb@gmail.com,Yes
Tewari Maternity Centre And Nursing Home,Kaladhungi Road  Mukhani  Haldwani  Nainital District,,Uttarakhand,Haldwani,5946-263674,mctewari777@gmail.com,No
Tezpur Institute Of Medical Science,deduri gaon mission charali ketekibari,,Assam,Tezpur,,,No
Thakur Eye And Maternity Hospital,Near Head Post Office Kunjpura Road ,,Haryana,Karnal,0184-2202880,,No
Thakur Hospital,40/14  Urban Estate  Karnal,,Haryana,Karnal,0184 - 2200446,tpa.thakurhospital@gmail.com,No
Thalassery Mission Hospital Pvt Ltd,Goods Shed Road  Thalassery,,Kerala,Thalassery,0490 2328616/2325925,TLYMISSION@GMAIL.COM,No
Thane Eye Care,1 ST FLOOR Panchpakhadi ,,Maharashtra,Mumbai,25335599,ADMIN@THANEEYECARE.COM,No
Thane Noble Hospital Multispeciality,3A/308 Solitaire Building Cosmos Jewels Kavesar G B Road Thane West,,Maharashtra,Thane,9967363306,TPATHANENOBLEHOSPITAL@GMAIL.COM,Yes
Thangam Hospital,25/331 Shornour Road Nurani Palakkad -  678004,,Kerala,Palakkad,0491 - 2515717 / 2515718 / 2515719 / 2515720,thangampmrc@gmail.com,No
Thar Hospital & Multispeciality Centre,ON NH-15 NR.K.I.HOTEL,,Rajasthan,Barmer,8239121222,,No
The Badagara Sahakarana Asupathri Ltd,Vatakara,,Kerala,Calicut,2520600/700,SAHAKARANAVTK@YAHOO.COM,No
The Birthplace,#8-2-277/A/1  Road No. 2 Banjara Hills,,Telangana,Hyderabad,67139999,ipbilling@thebirthplace.com,Yes
The Calcutta Medical Research Institute,7/2  Diamond Harbour Road  Kolkata,,West Bengal,Kolkata,033 - 24567700 / 02 / 03 / 04,cashless@cmri.in,Yes
The Childrens Hospital,SHWETA NEAR KACHPADA BUS STOP LINK ROAD MALAD(W) MUMBAI-400064  Mumbai  Maharashtra-400064,,Maharashtra,Mumbai,28807575,TPA@TCHM.CO.IN,Yes
The Childrens Hospital,12-A Srinagar Society Opp.Akota Subregistrar Office Akota,,Gujarat,Vadodara,7228065007,tch.akota16@gmail.com,No
The Christian Mission Hospital,129  East Veli Street,,Tamil Nadu,Madurai,9585510844,cmhmdu@gmail.com,No
The Corporate Hospital,Barala Road,,Punjab,Amritsar,9814018475,thecorporatehospital@gmail.com,Yes
The Cradle,Sco-1&2  Sec 14,,Haryana,Gurgaon,0124 - 4082230-32,Info@miracleshealth.com,No
The Cure Urology Hospital,SAKAAR SPLENDOORA - 2  TOWER - A  NR MERRY LAND PARTY PLOT  CANAL ROAD  SAMA SAVLI ROAD  VADODARA,,Gujarat,Vadodara,9974005758,,No
The Deccan Hospitals,Do No: 6-3-903/A & B  Somajiguda.  Opp Yashoda Cancer Institute,,Telangana,Hyderabad,040 - 23401437 / 23410640 / 23410642,billing1@deccanhospital.com,Yes
The Dhanraj Giriji Hospital,The Dhanraj Giriji Hospital Trust Solapur,,Maharashtra,Solapur,0217 - 727063 / 5366856 / 5551152,dghospitalsolapur@gmail.com,No
The Eye Clinic,3-A Chakrata Road (Near Doon Paramedical Colledge (Dehradun),,Uttarakhand,Dehradun,9456539020,info@the-eye-clinic.in,No
The Eye Foundation,582-A D B Road  R S Puram  R S Puram,,Tamil Nadu,Coimbatore,422-4242000/4242016,mediclaim@theeyefoundation.com,Yes
The Eye Foundation,62/1 palayapalayam.perundurai road erode,,Tamil Nadu,Erode,,,Yes
The Eye Foundation,4/289 1 2 3  Saradha College Road,,Tamil Nadu,Salem,3.51007E+13,SALEM.CM@THEEYEFOUNDATION.COM,No
The Fracture Clinic And Trauma Centre,B/38/47-D5  Mamoorganj  Near Reliance Petrol Pump  Varanasi,,Uttar Pradesh,Varanasi,0562-3265602,DRHSTHAKUR03@GMAIL.COM,No
The Healing Touch Eye Centre,C-2/390 Janakpuri New Delhi,,Delhi,New Delhi,49547777,,Yes
The Heart Centre ( A Unit Of Frontier Healthcare India Pvt Ltd),OPP. TO FORTUNE HOTEL MILLERS TANK BUND ROAD VASANTHNAGAR,,Karnataka,Bengaluru,43707782,INFO@THEHEARTCENTER.IN,Yes
The Himalayan Eye Institute,Jhankar More  Burdwan Road,,West Bengal,Siliguri,2502500/1/2,THEHIMALAYANEYEINSTITUTE.TPA@GMAIL.COM,No
The Hope Hospital,ranchi road,,Jharkhand,RAMGARH,6553231025,,No
The India Hospital Trust,Tc-25/1850  Mele Thambanoor   Near Gandhari Amman Kovil,,Kerala,Thiruvananthapuram,0471 - 2331445,info@indiahospitalkerala.com,No
The Irinjalakuda Co-Operative Hospital Ltd,Kolothumpady  Nadavaramba  Irinjalakuda-680661 Thrissur Dist  Kerala State,,Kerala,Irinjalakuda,0480 - 2822779,insurance@cooperativehospital.com,No
The Kalyan Hospital,Gagangiri Enclave  B-11 Nr. Godrej Hill  Kalyan,,Maharashtra,Thane,0251-2230448,thekalyanhospital@gmail.com,Yes
THE LIFE PLUS HOSPITAL ( A UNIT OF ASHRITHA HEALTHCARE),266/C INDIRANAGAR  80 FEET ROAD  SIR CV RAMAN HOSPITAL ROAD  NEAR CMH HOSPITAL,,Karnataka,Bengaluru,080 - 25254444 / 25256666,lifeplushospitalinsurance@gmail.com,Yes
The Medicity Rudrapur,Teen pani  kichha road  Rudrapur,,Uttarakhand,Rudrapur,772772/7900771771/7900999414,TPA@THEMEDICITYRUDRAPUR.COM,No
The Medihelp,117/K/22 SARVODAYA NAGAR KANPUR,,Uttar Pradesh,Kanpur,5122502626,,No
The Mission Hospital,219(P) Immon Kalyan Sarani  Sector-2c  Bidhan Nagar  Durgapur.  Durgapur,,West Bengal,Durgapur,0343 - 2535555 / 44,insurance.themissionhospital@gmail.com,No
The Mother Hopsital And Maternity Home,306 Platinum plaza  Sudama chowk  Motavarachha,,Gujarat,Surat,0261-2495656,,No
The Mundakapadam Mandiram Hospital,MANGANAM,,Kerala,Kottayam,2578393/ 2578323,,No
The Nation Hospital,Bamunasa Tapoban City,,West Bengal,Durgapur,7908396187,NATIONHOSPITAL9@GMAIL.COM,No
The Oxford Medical College Hospital,Hosur Road  Yadavanahalli  Attibele Hobli  Anekal Taluk,,Karnataka,Bangalore Rural,080 - 30847101/102/186,insurance.tomch@gmail.com,No
"The Panacea Multi Super Specialty Hospital, Kanpur",117/473  Block- L Kakadev,,Uttar Pradesh,Kanpur,2501355,PANACEAHOSPITALKANPUR@GMAIL.COM,No
The Recovery Hospital,2/3  New Palasia   Indore,,Madhya Pradesh,Indore,0731 - 2541166 / 2544466,trhvg@yahoo.co.in,No
The Remedy Krishnashray Hospital,1-5  R.K. Casta  Behind Patel Super Market  Station Road  Bharuch,,Gujarat,Bharuch,9924102797,rkhospitalbharuch@gmail.com,No
The Retina Centre,6TH FLOOR SUBHAM BIJAY CRESCENT 6TH MILE RUKMINI GAON GS ROAD,,Assam,Guwahati,,,No
The Royal Orthopaedic Hospital And Sports Injury Center,B-73 A  lal kothi scheme  sahkar marg,,Rajasthan,Jaipur,2741020/2741030,ROYALHOSPITAL2016@GMAIL.COM,Yes
The Signature Advanced Super Speciality Hospital,Sec-37D Dwarka Expressway,,Haryana,Gurgaon,,,Yes
The Sunflower Nursing Home,1/1a Monomohan Pandey Road  (Goabagan St)  Goabagan  Hedua Park,,West Bengal,Kolkata,033 - 25558200,sunflowernursinghome@gmail.com,Yes
The Voluntary Health Services,RAJIV GANDHI SALAI,,Tamil Nadu,Chennai,22541972,INSURANCEVHS@GMAIL.COM,Yes
Theji spandan Hospital,103-110-B-WING 1ST FLOOR   ANIRAJ TOWER CO-OPRATIVES   OPP KAKA PETROL PUMP BHANDUP,,Maharashtra,Mumbai,022 - 25940928 / 25948720,thejispandanhospital@gmail.com,Yes
Thembavani Hospital,15  A  A Road Gandhipuram Near Thembavani Bus Stop,,Tamil Nadu,Madurai,452-2603914/ 4500191,thembavanihospital@gmail.com,No
Thind Eye Hospital,#701-6  Mall Road  Model Town,,Punjab,Jalandhar,0181 - 4697500 / 501 - 515,thindeyehospital@gmail.com,Yes
Thiraviam Orthopaedic Hospital,2/191 Thirunelveli High Road Near Ozhiginasery Bridge Therekalputhur,,Tamil Nadu,Nagarcoil,04652 - 276607,Thiraviamhospital@yahoo.co.in,No
Thiruvengdam Hospital,66-T-1ramamoorthy Road,,Tamil Nadu,Virudhunagar,04562 - 242565,claims@thiruvengdam.org,No
Thombare Hospital,First Floor  Riddhi Complex  Sec-13  In Front Of The Petrol Pump  Khanda Colony,,Maharashtra,Mumbai,022 - 274820906 / 27481805,thombarehospital@yahoo.in,No
Thrikkakara Grama Panchayat Co-Operative Hospital Ltd,Kakkanad P.O.  Kochi,,Kerala,Ernakulam-Cochin,0484 - 2423310 / 2428310 / 984621430,tgpc.hospital@gmail.com,No
Ths Superspeciality Hospital,Near Maruthi Theatre  B.H.Road ,,Karnataka,Tumkur,816-2251594,,No
Thumbay Hospital New Life (A Unit Of Thumbay Hospital India Private Limited ),16-6-104 to 109 Old Kamal Theater Complex  Chadarghat,,Telangana,Hyderabad,24600600 / 67656565,syedsultan@accountthumbay.com,Yes
Thunga Healthcare,GORASWADI ROAD OPP NIRMAN DIAGNOSTIC CENTER,,Maharashtra,Mumbai,28661400,THUNGAHEALTHCARELLP.MALAD@GMAIL.COM,Yes
Thunga Hospital,Renuja Dham  Near Raymonds Showroom Mira Bhyander Road  Mira Road East,,Maharashtra,Mumbai,022 - 28125378 / 5367 / 5429,ritesh@thungahospital.com,Yes
Tilak Hospitals,103-A/2 Dever Colony 1st Cross  Thillainagar,,Tamil Nadu,Trichy,431-2762288/ 277,tilakhospitals@gmail.com,No
Time Hospitals Pvt Ltd,D.No:9/127/1  M.G.Road  Ashok Nagar Bus Stop  Vijayawada,,Andhra Pradesh,Vijayawada,0866 - 2555526 / 256,timehospitals@gmail.com,No
Tirath Ram Hospital Pvt Ltd,163/20  Basat Road Gurgaon,,Haryana,Gurgaon,0124 - 2310649,tirathramhospital@yahoo.in,Yes
Tirath Ram Shah Charitable Hospital,2a Rbl Ishar Das Sawhney Marg  Rajpur Road  New Delhi,,Delhi,New Delhi,011-23972425/23972487,trsch.info@gmail.com,Yes
Tiruchy Medical Centre And Hospital,No. B 17  11 B Cross  Thillai Nagar West.,,Tamil Nadu,Trichy,2741919,tmchclaim2014@gmail.com,No
Tirumala Hospital,TPR Enclave  Temple Road  Sri Shiridi Sai Colony Beeramguda,,Telangana,Medak,281067 / 68,THIRUMALAHOSPITAL8@GMAIL.COM,No
Tirumala Hospitals,R.S.ROAD,,Andhra Pradesh,Kadapa,856-222150,,No
Tirumala Jyoti Hospital,PUDIMADAKA ROAD  NEAR R.T.C.COMPLEX  ANAKAPALLE,,Andhra Pradesh,Visakhapatnam,8924-225779,tirumalajyotihospital@gmail.com,No
Tirumala Multi Speciality Hospitals (India) Pvt. Ltd,8-24  Near Rtc Complex Lower Tank Bund Road,,Andhra Pradesh,Vizianagaram,8922-225850,accounts@tirumalahospitals.com,No
Tirumala Multispeciality Hospital,Plot No 47  Beside Rta Office  Omkar Nagar  Sagar Road,,Telangana,Hyderabad,40-20064299,TIRUMALAMS@YAHOO.COM,Yes
Tirupathi Eye Center,C-53c  Sector-33  Noida,,Uttar Pradesh,Noida,1204242642,geeta@tirupatieye.org,Yes
Tirupati General Hospital,123 Feet Ring Road  Near Akhabarnagar Circle,,Gujarat,Ahmedabad,079 - 27476216 / 27415945,tirupatihosp@yahoo.co.in,Yes
Tirupati Hospital Icu And Trauma Centre,X-278  Mahaveer Chowk Midc  Waluj,,Maharashtra,Aurangabad,2244770,yashmedsciences@gmail.com,No
Tirupati Stone Centre And Hospital,6  Gagan Vihar (Near Karkari Mod Flyover),,Delhi,New Delhi,011 - 22461691 / 22461692,ajayuro@hotmail.com,Yes
Tiruvalla Medical Mission,Pb No:74  Tiruvalla  Pathanamthitta District -,,Kerala,Tiruvalla,469-2626000/2626262/2606929,cashless@tmmhospital.org,No
Tiruvarur Medical Centre,27  Javulicara Street,,Tamil Nadu,tiruvarur,04366 - 242232 / 240292,tmcplh2006@gmail.com,No
Titan Hospital,Soham Plaza  North East Manpada Circle  Ghodnunder Road  Thane(W),,Maharashtra,Thane,22-25842141,titanhosp@gmail.com,Yes
Tiwari Hospital,393.A.B road near ganesh mandir mhow dist indore,,Madhya Pradesh,MHOW,,,No
Tmrct Thunga Hospital,Am-32  Tarapur   Midc  Boisar,,Maharashtra,Thane,2525-270308,info@tmrctthungahospital.com,No
Tomar Multispeciality Hospital,PLOT NO 35 PARTAP VIHAR-I KIRARI NAGALOI NEW DELHI,,Delhi,New Delhi,9868369720,,Yes
Tomar Nursing Home,Prabhu Apartment ,,Maharashtra,Thane,2705398,TOMARNURSINGHOME2008@GMAIL.COM,Yes
Toor Hospital,Main Road   Haibowal Kalan,,Punjab,Ludhiana,0161 - 2301910 / 2302910 / 2308910,toornarinder@yahoo.com,Yes
Topstars Hospitals Private Limited,#10-35 Bandar Road,,Andhra Pradesh,Vijayawada,"8886718181, 8886719191",TOPSTARSHOSPITALS@GMAIL.COM,No
Torne E N T Hospital And Research Centre,Behind.Mahamarg Bus Stand  80 Ft. Road Mumbai Naka  Nasik-422002,,Maharashtra,Nashik,0253 - 2570125,umeshtorne@gmail.com,No
Tosh Hospital,34/72  Ormes Road  Kilpauk,,Tamil Nadu,Chennai,44-49034903,info@toshhospitals.com,Yes
Touch Nursing Home Pvt Ltd,RAJBARIPARA 735101,,West Bengal,Jalpaiguri,03561–222511,,No
Travancore Medical College Hospital,Medicity Nh Bypass Mylapore Umayanalloor P O Kollam,,Kerala,Kollam,474-3069999/3069778,insurance@tmc.ac.in,No
Tricare Multispeciality Hospital,2 crystal plaza ,,Gujarat,Vapi,9662489936,TRICAREMHOSPITAL@GMAIL.COM,No
Trichur District Co-Operative Hospital,Shornur Road  Trichur,,Kerala,Thrissur,0487-2335550,cooperativehospitaltcr@gmail.com,No
Trichy Srm Medical College Hospital & Research Centre,Irungalur Trichy,,Tamil Nadu,Trichy,0,,No
Tricolour Hospitals(A Unit Of Shri Ramkrupa Medicare Pvt Ltd),DR. VIKRAM SARABHAI ROAD,,Gujarat,Vadodara,2477777/888,INFO@TRICOLOURHOSPITALS.COM,No
Trident Hospital,B-6/7/8 1ST FLOOR POOJA ENCLAVE OLD LINK ROAD KANDIVALI,,Maharashtra,Kandivali,28680016,tridenthospital18@gmail.com,Yes
Trident Hospitals,Nh-7  Main Road  Madhuranagar  Shamshabad,,Telangana,TELANGANA,8413-223222 / 223555 / 223666,tridenthospital@gmail.com,Yes
Tridev Icu And Dialysis Centre,Near Bajla College Castairs Twon Deoghar,,Jharkhand,Deoghar,8797542635  / 8863926382,,No
Trilochan Netralaya,Budharaja State Bank Campus  Fatak,,Odisha,Sambalpur,663-2401777/2521505,trilochannetralaya@gmail.com,No
Triloki Hospital,SF/1 R-16 SQUARE NR.DOMINOS GIDC,,Gujarat,Ankleshwar,0,,No
Trimurti Hospital,S-2/344  GILAT BAZAAR  NEAR TAHSIL  BHOJUBIR,,Uttar Pradesh,Varanasi,8874322277,trivns@gmail.com,No
Trinetra Ent & Eye Hospital,#H.No.38-,,,,,,
54/3  First Floor Bus Depot Road,Telangana,,Wanaparthy,,TRINETRAENTEYEHOSPITAL@GMAIL.COM,No,
Trinetra Eye Hospital,#1212/1  3RD CROSS ASHOKNAGAR OPP. VIKRAM HOSPITAL,,Karnataka,Mandya,231234,TRINETRAEYEHOSPITAL@YAHOO.CO.IN,No
Trinetra Super Speciality Eye Care  Centre Pvt Ltd,4/144  Vaibhav Khand,,Uttar Pradesh,Lucknow,,,No
Trinetra Super Speciality Eye Hospital,No.8  Dntal Clinic 1st floor  Vasvari Plaza ,,Madhya Pradesh,Ujjain,9407131377,,No
Trinity Eye Hospital,Stadium Road  Palakkad,,Kerala,Palakkad,491-2502666,tecpkdinsurance@gmail.com,No
Trinity Hospital,opposite ramalayam gollagudem  centre  K N road  tadepalligudem,,Andhra Pradesh,Tadepalligudem,225555,,No
Trinity Hospital,Sri Ram Nagar  Near Mahindra Tractor Showroom Naidupet,,Andhra Pradesh,Nellore,,,No
Trinity Hospital And Heart Foundation,Near Rv Teacher College Circle  Basavanagudi  Basavanagudi,,Karnataka,Bengaluru,080 - 26563994 / 26563995,trinityheartfoundation@gmail.com,Yes
Trinity Hospital And Medical Research Institute,Sco 352-355  Swastik Vihar  Patiala Road,,Punjab,Zirakpur,286222,info@trinityhospital.in,Yes
Trinity Multi Speciality Hospitals,VEERABADRA ARCADE DAMMAIGUDA ROAD NEAR NAGARAM WATER TANK  opposite SRI CHAITANYA SCHOOL  Hyderabad  Telangana,,Telangana,Malkajgiri,,,No
Trinity Neuro Hospital & Trauma Centre,304  Bhoi Nagar  Bhubaneswar  Odisha,,Odisha,Bhubaneswar,0,0,No
Tripathi Hospital And Trauma Center,E-14 Sector 9 New Vijay Nagar Ghaziabad,,Uttar Pradesh,Ghaziabad,,,Yes
Tripathi Hospital Pvt Ltd,Nh-1a  Sector 119  Noida--201306,,Uttar Pradesh,Noida,9711621080/9711621081,TRIPATHIHOSPITAL@YAHOO.CO.IN,No
Tripti Hospital,GUFA MANDIR ROAD LALGHATI,,Madhya Pradesh,Bhopal,4926500,triptihospital231@gmail.com,No
Trisha Hospital,At Purighat  P.O. Talatenga Bazaar,,Odisha,Cuttack,2415000,TRISHAHOSPITAL@GMAIL.COM,No
Trisha Multispecility Hospital,GF-5 6 7  6TH AND 7TH FLOOR DREAM SQUARE,,Gujarat,Ahmedabad,27623762,CASHLESS@TRISHAHOSPITAL.COM,Yes
Tristar Hospital,Opp. T & Tv Sarvajanik High School  Nanpura  Athwagate,,Gujarat,Surat,2200000,insurance@tristarsurat.org,No
Triveni Hospital,12  JAGJIVAN RAM NAGAR  INDORE (M.P.),,Madhya Pradesh,Indore,2576004,,Yes
Trivision Eye Hospital & Lasik Centre,V.N.Sphere Mall 203 204 2nd Floor Opp.Shoppers Stop Linking Road Bandra West,,Maharashtra,Mumbai,7738881775,,No
True Heal Multispeciality Hospital,1st Floor  Krupa Sindhu Building  Near Bus Depot & Station,,Maharashtra,Thane,7769933444,TRUEHEALHOSPITALCASHLESS@GMAIL.COM,No
Trupti Nursing Home,# 463 1st Block  3rd Stage  Basaveshwar Nagar  Bangalore - 560079,,Karnataka,Bengaluru,080 - 23220269,shivamangala30@gmail.com,No
